Dir,Angle,Speed_Bin,Count,Frequency (%)
E,180,"[15.5, 16.0)",0,0.0
N,180,"[15.5, 16.0)",0,0.0
NE,180,"[15.5, 16.0)",0,0.0
NW,180,"[15.5, 16.0)",0,0.0
S,180,"[15.5, 16.0)",0,0.0
SE,180,"[15.5, 16.0)",0,0.0
SW,180,"[15.5, 16.0)",0,0.0
W,180,"[15.5, 16.0)",0,0.0
E,180,"[16.0, 16.5)",0,0.0
N,180,"[16.0, 16.5)",0,0.0
NE,180,"[16.0, 16.5)",0,0.0
NW,180,"[16.0, 16.5)",0,0.0
S,180,"[16.0, 16.5)",0,0.0
SE,180,"[16.0, 16.5)",0,0.0
SW,180,"[16.0, 16.5)",0,0.0
W,180,"[16.0, 16.5)",0,0.0
E,180,"[16.5, 17.0)",0,0.0
N,180,"[16.5, 17.0)",0,0.0
NE,180,"[16.5, 17.0)",0,0.0
NW,180,"[16.5, 17.0)",0,0.0
S,180,"[16.5, 17.0)",0,0.0
SE,180,"[16.5, 17.0)",0,0.0
SW,180,"[16.5, 17.0)",0,0.0
W,180,"[16.5, 17.0)",0,0.0
E,225,"[0.0, 0.5)",0,0.0
N,225,"[0.0, 0.5)",0,0.0
NE,225,"[0.0, 0.5)",0,0.0
NW,225,"[0.0, 0.5)",0,0.0
S,225,"[0.0, 0.5)",0,0.0
SE,225,"[0.0, 0.5)",0,0.0
SW,225,"[0.0, 0.5)",8,0.01413627367825841
W,225,"[0.0, 0.5)",0,0.0
E,225,"[0.5, 1.0)",0,0.0
N,225,"[0.5, 1.0)",0,0.0
NE,225,"[0.5, 1.0)",0,0.0
NW,225,"[0.5, 1.0)",0,0.0
S,225,"[0.5, 1.0)",0,0.0
SE,225,"[0.5, 1.0)",0,0.0
SW,225,"[0.5, 1.0)",25,0.044175855244557534
W,225,"[0.5, 1.0)",0,0.0
E,225,"[1.0, 1.5)",0,0.0
N,225,"[1.0, 1.5)",0,0.0
NE,225,"[1.0, 1.5)",0,0.0
NW,225,"[1.0, 1.5)",0,0.0
S,225,"[1.0, 1.5)",0,0.0
SE,225,"[1.0, 1.5)",0,0.0
SW,225,"[1.0, 1.5)",85,0.15019790783149561
W,225,"[1.0, 1.5)",0,0.0
E,225,"[1.5, 2.0)",0,0.0
N,225,"[1.5, 2.0)",0,0.0
NE,225,"[1.5, 2.0)",0,0.0
NW,225,"[1.5, 2.0)",0,0.0
S,225,"[1.5, 2.0)",0,0.0
SE,225,"[1.5, 2.0)",0,0.0
SW,225,"[1.5, 2.0)",98,0.17316935255866556
W,225,"[1.5, 2.0)",0,0.0
E,225,"[2.0, 2.5)",0,0.0
N,225,"[2.0, 2.5)",0,0.0
NE,225,"[2.0, 2.5)",0,0.0
NW,225,"[2.0, 2.5)",0,0.0
S,225,"[2.0, 2.5)",0,0.0
SE,225,"[2.0, 2.5)",0,0.0
SW,225,"[2.0, 2.5)",123,0.21734520780322306
W,225,"[2.0, 2.5)",0,0.0
E,225,"[2.5, 3.0)",0,0.0
N,225,"[2.5, 3.0)",0,0.0
NE,225,"[2.5, 3.0)",0,0.0
NW,225,"[2.5, 3.0)",0,0.0
S,225,"[2.5, 3.0)",0,0.0
SE,225,"[2.5, 3.0)",0,0.0
SW,225,"[2.5, 3.0)",154,0.27212326830647443
W,225,"[2.5, 3.0)",0,0.0
E,225,"[3.0, 3.5)",0,0.0
N,225,"[3.0, 3.5)",0,0.0
NE,225,"[3.0, 3.5)",0,0.0
NW,225,"[3.0, 3.5)",0,0.0
S,225,"[3.0, 3.5)",0,0.0
SE,225,"[3.0, 3.5)",0,0.0
SW,225,"[3.0, 3.5)",156,0.275657336726039
W,225,"[3.0, 3.5)",0,0.0
E,225,"[3.5, 4.0)",0,0.0
N,225,"[3.5, 4.0)",0,0.0
NE,225,"[3.5, 4.0)",0,0.0
NW,225,"[3.5, 4.0)",0,0.0
S,225,"[3.5, 4.0)",0,0.0
SE,225,"[3.5, 4.0)",0,0.0
SW,225,"[3.5, 4.0)",217,0.3834464235227594
W,225,"[3.5, 4.0)",0,0.0
E,225,"[4.0, 4.5)",0,0.0
N,225,"[4.0, 4.5)",0,0.0
NE,225,"[4.0, 4.5)",0,0.0
NW,225,"[4.0, 4.5)",0,0.0
S,225,"[4.0, 4.5)",0,0.0
SE,225,"[4.0, 4.5)",0,0.0
SW,225,"[4.0, 4.5)",235,0.41525303929884083
W,225,"[4.0, 4.5)",0,0.0
E,225,"[4.5, 5.0)",0,0.0
N,225,"[4.5, 5.0)",0,0.0
NE,225,"[4.5, 5.0)",0,0.0
NW,225,"[4.5, 5.0)",0,0.0
S,225,"[4.5, 5.0)",0,0.0
SE,225,"[4.5, 5.0)",0,0.0
SW,225,"[4.5, 5.0)",263,0.46472999717274527
W,225,"[4.5, 5.0)",0,0.0
E,225,"[5.0, 5.5)",0,0.0
N,225,"[5.0, 5.5)",0,0.0
NE,225,"[5.0, 5.5)",0,0.0
NW,225,"[5.0, 5.5)",0,0.0
S,225,"[5.0, 5.5)",0,0.0
SE,225,"[5.0, 5.5)",0,0.0
SW,225,"[5.0, 5.5)",357,0.6308312128922816
W,225,"[5.0, 5.5)",0,0.0
E,225,"[5.5, 6.0)",0,0.0
N,225,"[5.5, 6.0)",0,0.0
NE,225,"[5.5, 6.0)",0,0.0
NW,225,"[5.5, 6.0)",0,0.0
S,225,"[5.5, 6.0)",0,0.0
SE,225,"[5.5, 6.0)",0,0.0
SW,225,"[5.5, 6.0)",463,0.8181368391292055
W,225,"[5.5, 6.0)",0,0.0
E,225,"[6.0, 6.5)",0,0.0
N,225,"[6.0, 6.5)",0,0.0
NE,225,"[6.0, 6.5)",0,0.0
NW,225,"[6.0, 6.5)",0,0.0
S,225,"[6.0, 6.5)",0,0.0
SE,225,"[6.0, 6.5)",0,0.0
SW,225,"[6.0, 6.5)",468,0.826972010178117
W,225,"[6.0, 6.5)",0,0.0
E,225,"[6.5, 7.0)",0,0.0
N,225,"[6.5, 7.0)",0,0.0
NE,225,"[6.5, 7.0)",0,0.0
NW,225,"[6.5, 7.0)",0,0.0
S,225,"[6.5, 7.0)",0,0.0
SE,225,"[6.5, 7.0)",0,0.0
SW,225,"[6.5, 7.0)",595,1.0513853548204692
W,225,"[6.5, 7.0)",0,0.0
E,225,"[7.0, 7.5)",0,0.0
N,225,"[7.0, 7.5)",0,0.0
NE,225,"[7.0, 7.5)",0,0.0
NW,225,"[7.0, 7.5)",0,0.0
S,225,"[7.0, 7.5)",0,0.0
SE,225,"[7.0, 7.5)",0,0.0
SW,225,"[7.0, 7.5)",571,1.0089765337856942
W,225,"[7.0, 7.5)",0,0.0
E,225,"[7.5, 8.0)",0,0.0
N,225,"[7.5, 8.0)",0,0.0
NE,225,"[7.5, 8.0)",0,0.0
NW,225,"[7.5, 8.0)",0,0.0
S,225,"[7.5, 8.0)",0,0.0
SE,225,"[7.5, 8.0)",0,0.0
SW,225,"[7.5, 8.0)",682,1.2051173310715295
W,225,"[7.5, 8.0)",0,0.0
E,225,"[8.0, 8.5)",0,0.0
N,225,"[8.0, 8.5)",0,0.0
NE,225,"[8.0, 8.5)",0,0.0
NW,225,"[8.0, 8.5)",0,0.0
S,225,"[8.0, 8.5)",0,0.0
SE,225,"[8.0, 8.5)",0,0.0
SW,225,"[8.0, 8.5)",729,1.2881679389312977
W,225,"[8.0, 8.5)",0,0.0
E,225,"[8.5, 9.0)",0,0.0
N,225,"[8.5, 9.0)",0,0.0
NE,225,"[8.5, 9.0)",0,0.0
NW,225,"[8.5, 9.0)",0,0.0
S,225,"[8.5, 9.0)",0,0.0
SE,225,"[8.5, 9.0)",0,0.0
SW,225,"[8.5, 9.0)",722,1.2757986994628217
W,225,"[8.5, 9.0)",0,0.0
E,225,"[9.0, 9.5)",0,0.0
N,225,"[9.0, 9.5)",0,0.0
NE,225,"[9.0, 9.5)",0,0.0
NW,225,"[9.0, 9.5)",0,0.0
S,225,"[9.0, 9.5)",0,0.0
SE,225,"[9.0, 9.5)",0,0.0
SW,225,"[9.0, 9.5)",809,1.4295306757138817
W,225,"[9.0, 9.5)",0,0.0
E,225,"[9.5, 10.0)",0,0.0
N,225,"[9.5, 10.0)",0,0.0
NE,225,"[9.5, 10.0)",0,0.0
NW,225,"[9.5, 10.0)",0,0.0
S,225,"[9.5, 10.0)",0,0.0
SE,225,"[9.5, 10.0)",0,0.0
SW,225,"[9.5, 10.0)",875,1.5461549335595137
W,225,"[9.5, 10.0)",0,0.0
E,225,"[10.0, 10.5)",0,0.0
N,225,"[10.0, 10.5)",0,0.0
NE,225,"[10.0, 10.5)",0,0.0
NW,225,"[10.0, 10.5)",0,0.0
S,225,"[10.0, 10.5)",0,0.0
SE,225,"[10.0, 10.5)",0,0.0
SW,225,"[10.0, 10.5)",765,1.3517811704834606
W,225,"[10.0, 10.5)",0,0.0
E,225,"[10.5, 11.0)",0,0.0
N,225,"[10.5, 11.0)",0,0.0
NE,225,"[10.5, 11.0)",0,0.0
NW,225,"[10.5, 11.0)",0,0.0
S,225,"[10.5, 11.0)",0,0.0
SE,225,"[10.5, 11.0)",0,0.0
SW,225,"[10.5, 11.0)",617,1.09026010743568
W,225,"[10.5, 11.0)",0,0.0
E,225,"[11.0, 11.5)",0,0.0
N,225,"[11.0, 11.5)",0,0.0
NE,225,"[11.0, 11.5)",0,0.0
NW,225,"[11.0, 11.5)",0,0.0
S,225,"[11.0, 11.5)",0,0.0
SE,225,"[11.0, 11.5)",0,0.0
SW,225,"[11.0, 11.5)",425,0.7509895391574781
W,225,"[11.0, 11.5)",0,0.0
E,225,"[11.5, 12.0)",0,0.0
N,225,"[11.5, 12.0)",0,0.0
NE,225,"[11.5, 12.0)",0,0.0
NW,225,"[11.5, 12.0)",0,0.0
S,225,"[11.5, 12.0)",0,0.0
SE,225,"[11.5, 12.0)",0,0.0
SW,225,"[11.5, 12.0)",363,0.6414334181509754
W,225,"[11.5, 12.0)",0,0.0
E,225,"[12.0, 12.5)",0,0.0
N,225,"[12.0, 12.5)",0,0.0
NE,225,"[12.0, 12.5)",0,0.0
NW,225,"[12.0, 12.5)",0,0.0
S,225,"[12.0, 12.5)",0,0.0
SE,225,"[12.0, 12.5)",0,0.0
SW,225,"[12.0, 12.5)",266,0.47003109980209223
W,225,"[12.0, 12.5)",0,0.0
E,225,"[12.5, 13.0)",0,0.0
N,225,"[12.5, 13.0)",0,0.0
NE,225,"[12.5, 13.0)",0,0.0
NW,225,"[12.5, 13.0)",0,0.0
S,225,"[12.5, 13.0)",0,0.0
SE,225,"[12.5, 13.0)",0,0.0
SW,225,"[12.5, 13.0)",181,0.31983319197059656
W,225,"[12.5, 13.0)",0,0.0
E,225,"[13.0, 13.5)",0,0.0
N,225,"[13.0, 13.5)",0,0.0
NE,225,"[13.0, 13.5)",0,0.0
NW,225,"[13.0, 13.5)",0,0.0
S,225,"[13.0, 13.5)",0,0.0
SE,225,"[13.0, 13.5)",0,0.0
SW,225,"[13.0, 13.5)",141,0.24915182357930452
W,225,"[13.0, 13.5)",0,0.0
E,225,"[13.5, 14.0)",0,0.0
N,225,"[13.5, 14.0)",0,0.0
NE,225,"[13.5, 14.0)",0,0.0
NW,225,"[13.5, 14.0)",0,0.0
S,225,"[13.5, 14.0)",0,0.0
SE,225,"[13.5, 14.0)",0,0.0
SW,225,"[13.5, 14.0)",105,0.18553859202714165
W,225,"[13.5, 14.0)",0,0.0
E,225,"[14.0, 14.5)",0,0.0
N,225,"[14.0, 14.5)",0,0.0
NE,225,"[14.0, 14.5)",0,0.0
NW,225,"[14.0, 14.5)",0,0.0
S,225,"[14.0, 14.5)",0,0.0
SE,225,"[14.0, 14.5)",0,0.0
SW,225,"[14.0, 14.5)",72,0.1272264631043257
W,225,"[14.0, 14.5)",0,0.0
E,225,"[14.5, 15.0)",0,0.0
N,225,"[14.5, 15.0)",0,0.0
NE,225,"[14.5, 15.0)",0,0.0
NW,225,"[14.5, 15.0)",0,0.0
S,225,"[14.5, 15.0)",0,0.0
SE,225,"[14.5, 15.0)",0,0.0
SW,225,"[14.5, 15.0)",50,0.08835171048911507
W,225,"[14.5, 15.0)",0,0.0
E,225,"[15.0, 15.5)",0,0.0
N,225,"[15.0, 15.5)",0,0.0
NE,225,"[15.0, 15.5)",0,0.0
NW,225,"[15.0, 15.5)",0,0.0
S,225,"[15.0, 15.5)",0,0.0
SE,225,"[15.0, 15.5)",0,0.0
SW,225,"[15.0, 15.5)",21,0.03710771840542833
W,225,"[15.0, 15.5)",0,0.0
E,225,"[15.5, 16.0)",0,0.0
N,225,"[15.5, 16.0)",0,0.0
NE,225,"[15.5, 16.0)",0,0.0
NW,225,"[15.5, 16.0)",0,0.0
S,225,"[15.5, 16.0)",0,0.0
SE,225,"[15.5, 16.0)",0,0.0
SW,225,"[15.5, 16.0)",9,0.015903307888040712
W,225,"[15.5, 16.0)",0,0.0
E,225,"[16.0, 16.5)",0,0.0
N,225,"[16.0, 16.5)",0,0.0
NE,225,"[16.0, 16.5)",0,0.0
NW,225,"[16.0, 16.5)",0,0.0
S,225,"[16.0, 16.5)",0,0.0
SE,225,"[16.0, 16.5)",0,0.0
SW,225,"[16.0, 16.5)",6,0.010602205258693808
W,225,"[16.0, 16.5)",0,0.0
E,225,"[16.5, 17.0)",0,0.0
N,225,"[16.5, 17.0)",0,0.0
NE,225,"[16.5, 17.0)",0,0.0
NW,225,"[16.5, 17.0)",0,0.0
S,225,"[16.5, 17.0)",0,0.0
SE,225,"[16.5, 17.0)",0,0.0
SW,225,"[16.5, 17.0)",1,0.0017670342097823013
W,225,"[16.5, 17.0)",0,0.0
E,270,"[0.0, 0.5)",0,0.0
N,270,"[0.0, 0.5)",0,0.0
NE,270,"[0.0, 0.5)",0,0.0
NW,270,"[0.0, 0.5)",0,0.0
S,270,"[0.0, 0.5)",0,0.0
SE,270,"[0.0, 0.5)",0,0.0
SW,270,"[0.0, 0.5)",0,0.0
W,270,"[0.0, 0.5)",9,0.015903307888040712
E,270,"[0.5, 1.0)",0,0.0
N,270,"[0.5, 1.0)",0,0.0
NE,270,"[0.5, 1.0)",0,0.0
NW,270,"[0.5, 1.0)",0,0.0
S,270,"[0.5, 1.0)",0,0.0
SE,270,"[0.5, 1.0)",0,0.0
SW,270,"[0.5, 1.0)",0,0.0
W,270,"[0.5, 1.0)",30,0.05301102629346904
E,270,"[1.0, 1.5)",0,0.0
N,270,"[1.0, 1.5)",0,0.0
NE,270,"[1.0, 1.5)",0,0.0
NW,270,"[1.0, 1.5)",0,0.0
S,270,"[1.0, 1.5)",0,0.0
SE,270,"[1.0, 1.5)",0,0.0
SW,270,"[1.0, 1.5)",0,0.0
W,270,"[1.0, 1.5)",71,0.1254594288945434
E,270,"[1.5, 2.0)",0,0.0
N,270,"[1.5, 2.0)",0,0.0
NE,270,"[1.5, 2.0)",0,0.0
NW,270,"[1.5, 2.0)",0,0.0
S,270,"[1.5, 2.0)",0,0.0
SE,270,"[1.5, 2.0)",0,0.0
SW,270,"[1.5, 2.0)",0,0.0
W,270,"[1.5, 2.0)",148,0.2615210630477806
E,270,"[2.0, 2.5)",0,0.0
N,270,"[2.0, 2.5)",0,0.0
NE,270,"[2.0, 2.5)",0,0.0
NW,270,"[2.0, 2.5)",0,0.0
S,270,"[2.0, 2.5)",0,0.0
SE,270,"[2.0, 2.5)",0,0.0
SW,270,"[2.0, 2.5)",0,0.0
W,270,"[2.0, 2.5)",156,0.275657336726039
E,270,"[2.5, 3.0)",0,0.0
N,270,"[2.5, 3.0)",0,0.0
NE,270,"[2.5, 3.0)",0,0.0
NW,270,"[2.5, 3.0)",0,0.0
S,270,"[2.5, 3.0)",0,0.0
SE,270,"[2.5, 3.0)",0,0.0
SW,270,"[2.5, 3.0)",0,0.0
W,270,"[2.5, 3.0)",213,0.37637828668363016
E,270,"[3.0, 3.5)",0,0.0
N,270,"[3.0, 3.5)",0,0.0
NE,270,"[3.0, 3.5)",0,0.0
NW,270,"[3.0, 3.5)",0,0.0
S,270,"[3.0, 3.5)",0,0.0
SE,270,"[3.0, 3.5)",0,0.0
SW,270,"[3.0, 3.5)",0,0.0
W,270,"[3.0, 3.5)",301,0.5318772971444727
E,270,"[3.5, 4.0)",0,0.0
N,270,"[3.5, 4.0)",0,0.0
NE,270,"[3.5, 4.0)",0,0.0
NW,270,"[3.5, 4.0)",0,0.0
S,270,"[3.5, 4.0)",0,0.0
SE,270,"[3.5, 4.0)",0,0.0
SW,270,"[3.5, 4.0)",0,0.0
W,270,"[3.5, 4.0)",347,0.6131608707944586
E,270,"[4.0, 4.5)",0,0.0
N,270,"[4.0, 4.5)",0,0.0
NE,270,"[4.0, 4.5)",0,0.0
NW,270,"[4.0, 4.5)",0,0.0
S,270,"[4.0, 4.5)",0,0.0
SE,270,"[4.0, 4.5)",0,0.0
SW,270,"[4.0, 4.5)",0,0.0
W,270,"[4.0, 4.5)",523,0.9241588917161435
E,270,"[4.5, 5.0)",0,0.0
N,270,"[4.5, 5.0)",0,0.0
NE,270,"[4.5, 5.0)",0,0.0
NW,270,"[4.5, 5.0)",0,0.0
S,270,"[4.5, 5.0)",0,0.0
SE,270,"[4.5, 5.0)",0,0.0
SW,270,"[4.5, 5.0)",0,0.0
W,270,"[4.5, 5.0)",634,1.120299689001979
E,270,"[5.0, 5.5)",0,0.0
N,270,"[5.0, 5.5)",0,0.0
NE,270,"[5.0, 5.5)",0,0.0
NW,270,"[5.0, 5.5)",0,0.0
S,270,"[5.0, 5.5)",0,0.0
SE,270,"[5.0, 5.5)",0,0.0
SW,270,"[5.0, 5.5)",0,0.0
W,270,"[5.0, 5.5)",738,1.3040712468193385
E,270,"[5.5, 6.0)",0,0.0
N,270,"[5.5, 6.0)",0,0.0
NE,270,"[5.5, 6.0)",0,0.0
NW,270,"[5.5, 6.0)",0,0.0
S,270,"[5.5, 6.0)",0,0.0
SE,270,"[5.5, 6.0)",0,0.0
SW,270,"[5.5, 6.0)",0,0.0
W,270,"[5.5, 6.0)",993,1.7546649703138253
E,270,"[6.0, 6.5)",0,0.0
N,270,"[6.0, 6.5)",0,0.0
NE,270,"[6.0, 6.5)",0,0.0
NW,270,"[6.0, 6.5)",0,0.0
S,270,"[6.0, 6.5)",0,0.0
SE,270,"[6.0, 6.5)",0,0.0
SW,270,"[6.0, 6.5)",0,0.0
W,270,"[6.0, 6.5)",1124,1.986146451795307
E,270,"[6.5, 7.0)",0,0.0
N,270,"[6.5, 7.0)",0,0.0
NE,270,"[6.5, 7.0)",0,0.0
NW,270,"[6.5, 7.0)",0,0.0
S,270,"[6.5, 7.0)",0,0.0
SE,270,"[6.5, 7.0)",0,0.0
SW,270,"[6.5, 7.0)",0,0.0
W,270,"[6.5, 7.0)",1345,2.3766610121571956
E,270,"[7.0, 7.5)",0,0.0
N,270,"[7.0, 7.5)",0,0.0
NE,270,"[7.0, 7.5)",0,0.0
NW,270,"[7.0, 7.5)",0,0.0
S,270,"[7.0, 7.5)",0,0.0
SE,270,"[7.0, 7.5)",0,0.0
SW,270,"[7.0, 7.5)",0,0.0
W,270,"[7.0, 7.5)",1519,2.6841249646593157
E,270,"[7.5, 8.0)",0,0.0
N,270,"[7.5, 8.0)",0,0.0
NE,270,"[7.5, 8.0)",0,0.0
NW,270,"[7.5, 8.0)",0,0.0
S,270,"[7.5, 8.0)",0,0.0
SE,270,"[7.5, 8.0)",0,0.0
SW,270,"[7.5, 8.0)",0,0.0
W,270,"[7.5, 8.0)",1430,2.526858919988691
E,270,"[8.0, 8.5)",0,0.0
N,270,"[8.0, 8.5)",0,0.0
NE,270,"[8.0, 8.5)",0,0.0
NW,270,"[8.0, 8.5)",0,0.0
S,270,"[8.0, 8.5)",0,0.0
SE,270,"[8.0, 8.5)",0,0.0
SW,270,"[8.0, 8.5)",0,0.0
W,270,"[8.0, 8.5)",1294,2.286542267458298
E,270,"[8.5, 9.0)",0,0.0
N,270,"[8.5, 9.0)",0,0.0
NE,270,"[8.5, 9.0)",0,0.0
NW,270,"[8.5, 9.0)",0,0.0
S,270,"[8.5, 9.0)",0,0.0
SE,270,"[8.5, 9.0)",0,0.0
SW,270,"[8.5, 9.0)",0,0.0
W,270,"[8.5, 9.0)",1152,2.035623409669211
E,270,"[9.0, 9.5)",0,0.0
N,270,"[9.0, 9.5)",0,0.0
NE,270,"[9.0, 9.5)",0,0.0
NW,270,"[9.0, 9.5)",0,0.0
S,270,"[9.0, 9.5)",0,0.0
SE,270,"[9.0, 9.5)",0,0.0
SW,270,"[9.0, 9.5)",0,0.0
W,270,"[9.0, 9.5)",897,1.5850296861747242
E,270,"[9.5, 10.0)",0,0.0
N,270,"[9.5, 10.0)",0,0.0
NE,270,"[9.5, 10.0)",0,0.0
NW,270,"[9.5, 10.0)",0,0.0
S,270,"[9.5, 10.0)",0,0.0
SE,270,"[9.5, 10.0)",0,0.0
SW,270,"[9.5, 10.0)",0,0.0
W,270,"[9.5, 10.0)",640,1.130901894260673
E,270,"[10.0, 10.5)",0,0.0
N,270,"[10.0, 10.5)",0,0.0
NE,270,"[10.0, 10.5)",0,0.0
NW,270,"[10.0, 10.5)",0,0.0
S,270,"[10.0, 10.5)",0,0.0
SE,270,"[10.0, 10.5)",0,0.0
SW,270,"[10.0, 10.5)",0,0.0
W,270,"[10.0, 10.5)",520,0.9188577890867968
E,270,"[10.5, 11.0)",0,0.0
N,270,"[10.5, 11.0)",0,0.0
NE,270,"[10.5, 11.0)",0,0.0
NW,270,"[10.5, 11.0)",0,0.0
S,270,"[10.5, 11.0)",0,0.0
SE,270,"[10.5, 11.0)",0,0.0
SW,270,"[10.5, 11.0)",0,0.0
W,270,"[10.5, 11.0)",348,0.6149279050042409
E,270,"[11.0, 11.5)",0,0.0
N,270,"[11.0, 11.5)",0,0.0
NE,270,"[11.0, 11.5)",0,0.0
NW,270,"[11.0, 11.5)",0,0.0
S,270,"[11.0, 11.5)",0,0.0
SE,270,"[11.0, 11.5)",0,0.0
SW,270,"[11.0, 11.5)",0,0.0
W,270,"[11.0, 11.5)",274,0.48416737348035055
E,270,"[11.5, 12.0)",0,0.0
N,270,"[11.5, 12.0)",0,0.0
NE,270,"[11.5, 12.0)",0,0.0
NW,270,"[11.5, 12.0)",0,0.0
S,270,"[11.5, 12.0)",0,0.0
SE,270,"[11.5, 12.0)",0,0.0
SW,270,"[11.5, 12.0)",0,0.0
W,270,"[11.5, 12.0)",196,0.3463387051173311
E,270,"[12.0, 12.5)",0,0.0
N,270,"[12.0, 12.5)",0,0.0
NE,270,"[12.0, 12.5)",0,0.0
NW,270,"[12.0, 12.5)",0,0.0
S,270,"[12.0, 12.5)",0,0.0
SE,270,"[12.0, 12.5)",0,0.0
SW,270,"[12.0, 12.5)",0,0.0
W,270,"[12.0, 12.5)",131,0.23148148148148145
E,270,"[12.5, 13.0)",0,0.0
N,270,"[12.5, 13.0)",0,0.0
NE,270,"[12.5, 13.0)",0,0.0
NW,270,"[12.5, 13.0)",0,0.0
S,270,"[12.5, 13.0)",0,0.0
SE,270,"[12.5, 13.0)",0,0.0
SW,270,"[12.5, 13.0)",0,0.0
W,270,"[12.5, 13.0)",78,0.1378286683630195
E,270,"[13.0, 13.5)",0,0.0
N,270,"[13.0, 13.5)",0,0.0
NE,270,"[13.0, 13.5)",0,0.0
NW,270,"[13.0, 13.5)",0,0.0
S,270,"[13.0, 13.5)",0,0.0
SE,270,"[13.0, 13.5)",0,0.0
SW,270,"[13.0, 13.5)",0,0.0
W,270,"[13.0, 13.5)",47,0.08305060785976817
E,270,"[13.5, 14.0)",0,0.0
N,270,"[13.5, 14.0)",0,0.0
NE,270,"[13.5, 14.0)",0,0.0
NW,270,"[13.5, 14.0)",0,0.0
S,270,"[13.5, 14.0)",0,0.0
SE,270,"[13.5, 14.0)",0,0.0
SW,270,"[13.5, 14.0)",0,0.0
W,270,"[13.5, 14.0)",31,0.05477806050325135
E,270,"[14.0, 14.5)",0,0.0
N,270,"[14.0, 14.5)",0,0.0
NE,270,"[14.0, 14.5)",0,0.0
NW,270,"[14.0, 14.5)",0,0.0
S,270,"[14.0, 14.5)",0,0.0
SE,270,"[14.0, 14.5)",0,0.0
SW,270,"[14.0, 14.5)",0,0.0
W,270,"[14.0, 14.5)",11,0.019437376307605315
E,270,"[14.5, 15.0)",0,0.0
N,270,"[14.5, 15.0)",0,0.0
NE,270,"[14.5, 15.0)",0,0.0
NW,270,"[14.5, 15.0)",0,0.0
S,270,"[14.5, 15.0)",0,0.0
SE,270,"[14.5, 15.0)",0,0.0
SW,270,"[14.5, 15.0)",0,0.0
W,270,"[14.5, 15.0)",5,0.008835171048911508
E,270,"[15.0, 15.5)",0,0.0
N,270,"[15.0, 15.5)",0,0.0
NE,270,"[15.0, 15.5)",0,0.0
NW,270,"[15.0, 15.5)",0,0.0
S,270,"[15.0, 15.5)",0,0.0
SE,270,"[15.0, 15.5)",0,0.0
SW,270,"[15.0, 15.5)",0,0.0
W,270,"[15.0, 15.5)",1,0.0017670342097823013
E,270,"[15.5, 16.0)",0,0.0
N,270,"[15.5, 16.0)",0,0.0
NE,270,"[15.5, 16.0)",0,0.0
NW,270,"[15.5, 16.0)",0,0.0
S,270,"[15.5, 16.0)",0,0.0
SE,270,"[15.5, 16.0)",0,0.0
SW,270,"[15.5, 16.0)",0,0.0
W,270,"[15.5, 16.0)",0,0.0
E,270,"[16.0, 16.5)",0,0.0
N,270,"[16.0, 16.5)",0,0.0
NE,270,"[16.0, 16.5)",0,0.0
NW,270,"[16.0, 16.5)",0,0.0
S,270,"[16.0, 16.5)",0,0.0
SE,270,"[16.0, 16.5)",0,0.0
SW,270,"[16.0, 16.5)",0,0.0
W,270,"[16.0, 16.5)",0,0.0
E,270,"[16.5, 17.0)",0,0.0
N,270,"[16.5, 17.0)",0,0.0
NE,270,"[16.5, 17.0)",0,0.0
NW,270,"[16.5, 17.0)",0,0.0
S,270,"[16.5, 17.0)",0,0.0
SE,270,"[16.5, 17.0)",0,0.0
SW,270,"[16.5, 17.0)",0,0.0
W,270,"[16.5, 17.0)",0,0.0
E,315,"[0.0, 0.5)",0,0.0
N,315,"[0.0, 0.5)",0,0.0
NE,315,"[0.0, 0.5)",0,0.0
NW,315,"[0.0, 0.5)",5,0.008835171048911508
S,315,"[0.0, 0.5)",0,0.0
SE,315,"[0.0, 0.5)",0,0.0
SW,315,"[0.0, 0.5)",0,0.0
W,315,"[0.0, 0.5)",0,0.0
E,315,"[0.5, 1.0)",0,0.0
N,315,"[0.5, 1.0)",0,0.0
NE,315,"[0.5, 1.0)",0,0.0
NW,315,"[0.5, 1.0)",43,0.07598247102063896
S,315,"[0.5, 1.0)",0,0.0
SE,315,"[0.5, 1.0)",0,0.0
SW,315,"[0.5, 1.0)",0,0.0
W,315,"[0.5, 1.0)",0,0.0
E,315,"[1.0, 1.5)",0,0.0
N,315,"[1.0, 1.5)",0,0.0
NE,315,"[1.0, 1.5)",0,0.0
NW,315,"[1.0, 1.5)",86,0.15196494204127792
S,315,"[1.0, 1.5)",0,0.0
SE,315,"[1.0, 1.5)",0,0.0
SW,315,"[1.0, 1.5)",0,0.0
W,315,"[1.0, 1.5)",0,0.0
E,315,"[1.5, 2.0)",0,0.0
N,315,"[1.5, 2.0)",0,0.0
NE,315,"[1.5, 2.0)",0,0.0
NW,315,"[1.5, 2.0)",120,0.21204410517387615
S,315,"[1.5, 2.0)",0,0.0
SE,315,"[1.5, 2.0)",0,0.0
SW,315,"[1.5, 2.0)",0,0.0
W,315,"[1.5, 2.0)",0,0.0
E,315,"[2.0, 2.5)",0,0.0
N,315,"[2.0, 2.5)",0,0.0
NE,315,"[2.0, 2.5)",0,0.0
NW,315,"[2.0, 2.5)",174,0.30746395250212044
S,315,"[2.0, 2.5)",0,0.0
